9.965,13,(x \cdot 10-\frac{(\frac{x}{10}+\frac{\frac{x}{2}}{2})}{10})
9.964,14,(x \cdot 10-\frac{\frac{(x-\frac{x}{10}) \cdot 2 \cdot 2}{10}}{10})
9.9625,14,(x \cdot 10-\frac{\frac{\frac{(\frac{x}{2}+x)}{10}}{2}}{2})
9.96,10,(x \cdot 10-\frac{\frac{x}{10} \cdot 2 \cdot 2}{10})
9.958,14,(x \cdot 10-\frac{\frac{(\frac{x}{10}+x \cdot 2) \cdot 2}{10}}{10})
9.956,14,(x \cdot 10-\frac{\frac{(\frac{x}{10}+x) \cdot 2 \cdot 2}{10}}{10})
9.955,11,(x \cdot 10-\frac{\frac{(x-\frac{x}{10})}{10}}{2})
9.9525,14,(x \cdot 10-\frac{(\frac{x}{10}-\frac{\frac{\frac{x}{2}}{10}}{10})}{2})
9.951,13,\frac{((x \cdot 10 \cdot 10+\frac{\frac{x}{10}}{10})-\frac{x}{2})}{10}
9.95,7,(x \cdot 10-\frac{\frac{x}{10}}{2})
9.949,12,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+\frac{x}{2})}{10})
9.9475,13,(x \cdot 10-\frac{\frac{(\frac{\frac{x}{10}}{2}+x)}{10}}{2})
9.945,11,(x \cdot 10-\frac{\frac{(\frac{x}{10}+x)}{10}}{2})
9.94,11,(x \cdot 10-\frac{(\frac{x}{10}+\frac{x}{2})}{10})
9.9375,12,(x \cdot 10-\frac{\frac{\frac{\frac{x}{2}}{2}}{2}}{2})
9.93,13,(x \cdot 10-\frac{(\frac{x}{10} \cdot 2+\frac{x}{2})}{10})
9.925,12,(x \cdot 10-\frac{\frac{(\frac{x}{2}+x)}{10}}{2})
9.92,12,((\frac{\frac{x \cdot 2}{10}}{10}+x \cdot 10)-\frac{x}{10})
9.911,14,\frac{((x \cdot 10 \cdot 10-x)+\frac{(\frac{x}{10}+x)}{10})}{10}
9.91,9,(x \cdot 10-\frac{(x-\frac{x}{10})}{10})
9.909,14,\frac{((x \cdot 10 \cdot 10-x)+\frac{(x-\frac{x}{10})}{10})}{10}
9.905,12,\frac{((x \cdot 10 \cdot 10-x)+\frac{\frac{x}{10}}{2})}{10}
9.902,13,\frac{(\frac{\frac{x \cdot 2}{10}}{10}+(x \cdot 10 \cdot 10-x))}{10}
9.901,11,\frac{((x \cdot 10 \cdot 10+\frac{\frac{x}{10}}{10})-x)}{10}
9.9,5,(x \cdot 10-\frac{x}{10})
9.899,10,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x)}{10})
9.898,12,(x \cdot 10-\frac{(\frac{\frac{x}{10} \cdot 2}{10}+x)}{10})
9.896,14,(x \cdot 10-\frac{(\frac{\frac{x}{10} \cdot 2 \cdot 2}{10}+x)}{10})
9.895,11,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{2}+x)}{10})
9.891,13,(x \cdot 10-\frac{(\frac{(x-\frac{x}{10})}{10}+x)}{10})
9.89,9,(x \cdot 10-\frac{(\frac{x}{10}+x)}{10})
9.889,13,(x \cdot 10-\frac{(\frac{(\frac{x}{10}+x)}{10}+x)}{10})
9.8875,14,(x \cdot 10-\frac{(\frac{\frac{\frac{x}{2}}{2}}{2}+x)}{10})
9.885,14,(x \cdot 10-\frac{(\frac{(\frac{x}{2}+x)}{10}+x)}{10})
9.88,11,(x \cdot 10-\frac{(\frac{x}{10} \cdot 2+x)}{10})
9.875,10,(x \cdot 10-\frac{\frac{\frac{x}{2}}{2}}{2})
9.87,13,(x \cdot 10-\frac{(\frac{x \cdot 3}{10}+x)}{10})
9.8625,14,(x \cdot 10-\frac{\frac{\frac{(\frac{x}{10}+x)}{2}}{2}}{2})
9.86,13,(x \cdot 10-\frac{(\frac{x}{10} \cdot 2 \cdot 2+x)}{10})
9.855,14,(x \cdot 10-\frac{(\frac{(x-\frac{x}{10})}{2}+x)}{10})
9.85,10,(x \cdot 10-\frac{(\frac{x}{2}+x)}{10})
9.845,14,(x \cdot 10-\frac{(\frac{(\frac{x}{10}+x)}{2}+x)}{10})
9.84,14,(x \cdot 10-\frac{\frac{x}{10} \cdot 2 \cdot 2 \cdot 2 \cdot 2}{10})
9.825,14,(x \cdot 10-\frac{(\frac{x}{10}+\frac{\frac{x}{2}}{2})}{2})
9.82,11,(x \cdot 10-\frac{(x-\frac{x}{10}) \cdot 2}{10})
9.81,12,\frac{((x \cdot 10 \cdot 10-x \cdot 2)+\frac{x}{10})}{10}
9.805,14,\frac{((x \cdot 10 \cdot 10-x \cdot 2)+\frac{\frac{x}{10}}{2})}{10}
9.802,14,\frac{(x \cdot 10 \cdot 10-\frac{(x \cdot 10-\frac{x}{10}) \cdot 2}{10})}{10}
9.801,13,\frac{((x \cdot 10 \cdot 10-x \cdot 2)+\frac{\frac{x}{10}}{10})}{10}
9.8,7,(x \cdot 10-\frac{x}{10} \cdot 2)
9.799,12,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x \cdot 2)}{10})
9.798,12,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x) \cdot 2}{10})
9.796,14,(x \cdot 10-\frac{(\frac{\frac{x}{10} \cdot 2}{10}+x) \cdot 2}{10})
9.795,13,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{2}+x \cdot 2)}{10})
9.79,11,(x \cdot 10-\frac{(\frac{x}{10}+x \cdot 2)}{10})
9.78,11,(x \cdot 10-\frac{(\frac{x}{10}+x) \cdot 2}{10})
9.775,12,(x \cdot 10-\frac{\frac{(x-\frac{x}{10})}{2}}{2})
9.76,13,((x \cdot 10+\frac{\frac{x}{10}}{10})-\frac{\frac{x}{2}}{2})
9.755,14,(x \cdot 10-\frac{\frac{(\frac{x}{2} \cdot 10-\frac{x}{10})}{10}}{2})
9.75,8,(x \cdot 10-\frac{\frac{x}{2}}{2})
9.7475,13,(x \cdot 10-\frac{\frac{(\frac{\frac{x}{10}}{10}+x)}{2}}{2})
9.745,13,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+\frac{x}{2})}{2})
9.74,13,(x \cdot 10-(\frac{\frac{x}{10}}{10}+\frac{\frac{x}{2}}{2}))
9.7375,14,(x \cdot 10-\frac{\frac{(\frac{\frac{x}{10}}{2}+x)}{2}}{2})
9.73,13,(x \cdot 10-\frac{(x-\frac{x}{10}) \cdot 3}{10})
9.725,12,(x \cdot 10-\frac{\frac{(\frac{x}{10}+x)}{2}}{2})
9.72,14,(x \cdot 10-\frac{((x-\frac{x}{10}) \cdot 2+x)}{10})
9.71,13,(x \cdot 10-\frac{(x \cdot 3-\frac{x}{10})}{10})
9.701,14,(x \cdot 10-\frac{(x \cdot 3-\frac{\frac{x}{10}}{10})}{10})
9.7,9,(x \cdot 10-\frac{x \cdot 3}{10})
9.699,14,(x \cdot 10-\frac{(x \cdot 3+\frac{\frac{x}{10}}{10})}{10})
9.697,14,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x) \cdot 3}{10})
9.69,13,(x \cdot 10-\frac{(x \cdot 3+\frac{x}{10})}{10})
9.68,14,(x \cdot 10-\frac{((\frac{x}{10}+x) \cdot 2+x)}{10})
9.67,13,(x \cdot 10-\frac{(\frac{x}{10}+x) \cdot 3}{10})
9.65,12,(x \cdot 10-(\frac{x}{10}+\frac{\frac{x}{2}}{2}))
9.64,13,(x \cdot 10-\frac{(x-\frac{x}{10}) \cdot 2 \cdot 2}{10})
9.625,13,(x \cdot 10-\frac{\frac{(\frac{x}{2}+x)}{2}}{2})
9.62,14,(x \cdot 10-(\frac{x}{10} \cdot 2-\frac{\frac{x}{10}}{10}) \cdot 2)
9.61,14,(x \cdot 10-(\frac{x}{10} \cdot 2 \cdot 2-\frac{\frac{x}{10}}{10}))
9.6,9,(x \cdot 10-\frac{x}{10} \cdot 2 \cdot 2)
9.598,14,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x \cdot 2) \cdot 2}{10})
9.596,14,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x) \cdot 2 \cdot 2}{10})
9.59,14,((x \cdot 10-\frac{\frac{x}{10}}{10})-\frac{x}{10} \cdot 2 \cdot 2)
9.58,13,(x \cdot 10-\frac{(\frac{x}{10}+x \cdot 2) \cdot 2}{10})
9.56,13,(x \cdot 10-\frac{(\frac{x}{10}+x) \cdot 2 \cdot 2}{10})
9.55,10,(x \cdot 10-\frac{(x-\frac{x}{10})}{2})
9.525,14,\frac{((x \cdot 2 \cdot 10-x)+\frac{\frac{x}{10}}{2})}{2}
9.52,13,(\frac{\frac{x \cdot 2}{10}}{10}+(x \cdot 10-\frac{x}{2}))
9.51,11,((x \cdot 10+\frac{\frac{x}{10}}{10})-\frac{x}{2})
9.505,13,\frac{((x \cdot 2 \cdot 10+\frac{\frac{x}{10}}{10})-x)}{2}
9.501,13,(\frac{(x \cdot 10 \cdot 10+\frac{\frac{x}{10}}{10})}{10}-\frac{x}{2})
9.5,6,(x \cdot 10-\frac{x}{2})
9.499,13,(\frac{(x \cdot 10 \cdot 10-\frac{\frac{x}{10}}{10})}{10}-\frac{x}{2})
9.4975,13,(x \cdot 10-\frac{(\frac{\frac{\frac{x}{10}}{10}}{2}+x)}{2})
9.495,11,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x)}{2})
9.49,11,(x \cdot 10-(\frac{\frac{x}{10}}{10}+\frac{x}{2}))
9.4875,14,(x \cdot 10-\frac{(\frac{\frac{\frac{x}{10}}{2}}{2}+x)}{2})
9.48,13,(x \cdot 10-(\frac{\frac{x}{10} \cdot 2}{10}+\frac{x}{2}))
9.475,12,(x \cdot 10-\frac{(\frac{\frac{x}{10}}{2}+x)}{2})
9.455,14,(x \cdot 10-\frac{(\frac{(x-\frac{x}{10})}{10}+x)}{2})
9.45,10,(x \cdot 10-\frac{(\frac{x}{10}+x)}{2})
9.445,14,(x \cdot 10-\frac{(\frac{(\frac{x}{10}+x)}{10}+x)}{2})
9.41,14,(x \cdot 10-(\frac{x}{2}+\frac{(x-\frac{x}{10})}{10}))
9.4,10,((x \cdot 10-\frac{x}{10})-\frac{x}{2})
9.39,14,(x \cdot 10-(\frac{(\frac{x}{10}+x)}{10}+\frac{x}{2}))
9.375,13,(x \cdot 10-\frac{\frac{\frac{\frac{x}{2} \cdot 10}{2}}{2}}{2})
9.35,14,((x \cdot 10-\frac{x}{10})-\frac{(\frac{x}{10}+x)}{2})
9.3,12,((x \cdot 10+\frac{x \cdot 3}{10})-x)
9.25,11,(x \cdot 10-\frac{(\frac{x}{2}+x)}{2})
9.22,14,((x \cdot 10-x)+\frac{(\frac{x}{10}+x) \cdot 2}{10})
9.21,14,((\frac{(x \cdot 2+\frac{x}{10})}{10}+x \cdot 10)-x)
9.2,10,(\frac{x \cdot 2}{10}+(x \cdot 10-x))
9.19,14,(\frac{(x \cdot 2-\frac{x}{10})}{10}+(x \cdot 10-x))
9.18,14,((x \cdot 10+\frac{(x-\frac{x}{10}) \cdot 2}{10})-x)
9.15,13,((x \cdot 10+\frac{(\frac{x}{2}+x)}{10})-x)
9.125,13,((x \cdot 10-x)+\frac{\frac{\frac{x}{2}}{2}}{2})
9.12,14,((\frac{(\frac{x \cdot 2}{10}+x)}{10}+x \cdot 10)-x)
9.11,12,((x \cdot 10-x)+\frac{(\frac{x}{10}+x)}{10})
9.105,14,((x \cdot 10-x)+\frac{(\frac{\frac{x}{10}}{2}+x)}{10})
9.101,13,((x \cdot 10-x)+\frac{(\frac{\frac{x}{10}}{10}+x)}{10})
9.1,8,((x \cdot 10+\frac{x}{10})-x)
9.099,14,(\frac{((x \cdot 10 \cdot 10-\frac{\frac{x}{10}}{10})+x)}{10}-x)
9.09,12,((x \cdot 10+\frac{(x-\frac{x}{10})}{10})-x)
9.08,14,((\frac{\frac{x}{10}}{10}+x) \cdot 2 \cdot 2 \cdot 2+x)
9.06,14,((x \cdot 10+\frac{(\frac{x}{10}+\frac{x}{2})}{10})-x)
9.055,14,((x \cdot 10+\frac{\frac{(\frac{x}{10}+x)}{10}}{2})-x)
9.05,10,((x \cdot 10-x)+\frac{\frac{x}{10}}{2})
9.045,14,((x \cdot 10+\frac{\frac{(x-\frac{x}{10})}{10}}{2})-x)
9.04,13,((\frac{\frac{x \cdot 2 \cdot 2}{10}}{10}+x \cdot 10)-x)
9.03,13,((x \cdot 10+\frac{\frac{x \cdot 3}{10}}{10})-x)
9.025,12,((x \cdot 10+\frac{\frac{\frac{x}{10}}{2}}{2})-x)
9.02,11,((\frac{\frac{x \cdot 2}{10}}{10}+x \cdot 10)-x)
9.015,14,((x \cdot 10+\frac{\frac{(\frac{x}{2}+x)}{10}}{10})-x)
9.0125,14,((x \cdot 10-x)+\frac{\frac{\frac{\frac{x}{10}}{2}}{2}}{2})
9.011,13,((x \cdot 10-x)+\frac{\frac{(\frac{x}{10}+x)}{10}}{10})
9.01,9,((x \cdot 10+\frac{\frac{x}{10}}{10})-x)
9.009,13,((x \cdot 10-x)+\frac{\frac{(x-\frac{x}{10})}{10}}{10})
9.005,11,((x \cdot 10+\frac{\frac{\frac{x}{10}}{10}}{2})-x)
9.002,13,\frac{(\frac{\frac{x \cdot 2}{10}}{10}+(x \cdot 10-x) \cdot 10)}{10}
9.001,11,(\frac{(x \cdot 10 \cdot 10+\frac{\frac{x}{10}}{10})}{10}-x)
9,4,(x \cdot 10-x)
8.999,11,(\frac{(x \cdot 10 \cdot 10-\frac{\frac{x}{10}}{10})}{10}-x)
8.998,13,(\frac{(x \cdot 10 \cdot 10-\frac{\frac{x}{10} \cdot 2}{10})}{10}-x)
8.995,11,((x \cdot 10-\frac{\frac{\frac{x}{10}}{10}}{2})-x)
8.991,13,((x \cdot 10-x)-\frac{\frac{(x-\frac{x}{10})}{10}}{10})
8.99,9,((x \cdot 10-\frac{\frac{x}{10}}{10})-x)
8.989,13,((x \cdot 10-x)-\frac{\frac{(\frac{x}{10}+x)}{10}}{10})
8.9875,14,((x \cdot 10-x)-\frac{\frac{\frac{\frac{x}{10}}{2}}{2}}{2})
8.985,14,(x \cdot 10-(\frac{\frac{(\frac{x}{2}+x)}{10}}{10}+x))
8.98,11,(x \cdot 10-(\frac{\frac{x}{10} \cdot 2}{10}+x))
8.975,12,(x \cdot 10-(\frac{\frac{\frac{x}{10}}{2}}{2}+x))
8.97,13,((x \cdot 10-\frac{\frac{x \cdot 3}{10}}{10})-x)
8.96,13,((x \cdot 10-\frac{\frac{x}{10} \cdot 2 \cdot 2}{10})-x)
8.955,14,(x \cdot 10-(\frac{\frac{(x-\frac{x}{10})}{10}}{2}+x))
8.95,10,((x \cdot 10-x)-\frac{\frac{x}{10}}{2})
8.945,14,((x \cdot 10-\frac{\frac{(\frac{x}{10}+x)}{10}}{2})-x)
8.94,14,(x \cdot 10-(\frac{(\frac{x}{10}+\frac{x}{2})}{10}+x))
8.91,12,(x \cdot 10-(\frac{(x-\frac{x}{10})}{10}+x))
8.901,14,(\frac{((x \cdot 10 \cdot 10+\frac{\frac{x}{10}}{10})-x)}{10}-x)
8.9,8,((x \cdot 10-\frac{x}{10})-x)
8.899,13,((x \cdot 10-x)-\frac{(\frac{\frac{x}{10}}{10}+x)}{10})
8.895,14,((x \cdot 10-x)-\frac{(\frac{\frac{x}{10}}{2}+x)}{10})
8.89,12,(x \cdot 10-(\frac{(\frac{x}{10}+x)}{10}+x))
8.88,14,((x \cdot 10-\frac{(\frac{x}{10} \cdot 2+x)}{10})-x)
8.875,13,((x \cdot 10-x)-\frac{\frac{\frac{x}{2}}{2}}{2})
8.85,13,(x \cdot 10-(\frac{(\frac{x}{2}+x)}{10}+x))
8.82,14,(x \cdot 10-(\frac{(x-\frac{x}{10}) \cdot 2}{10}+x))
8.8,10,(x \cdot 10-(\frac{x}{10} \cdot 2+x))
8.79,14,((x \cdot 10-x)-\frac{(\frac{x}{10}+x \cdot 2)}{10})
8.78,14,((x \cdot 10-x)-\frac{(\frac{x}{10}+x) \cdot 2}{10})
8.75,11,(x \cdot 10-\frac{\frac{\frac{x}{2} \cdot 10}{2}}{2})
8.72,14,(\frac{(x-\frac{x}{10})}{10}+x) \cdot 2 \cdot 2 \cdot 2
8.7,12,((x \cdot 10-\frac{x \cdot 3}{10})-x)
8.65,14,(x \cdot 10-\frac{(x-\frac{x}{10}) \cdot 3}{2})
8.625,14,(x \cdot 10-\frac{\frac{\frac{(x+x \cdot 10)}{2}}{2}}{2})
8.6,12,(x \cdot 10-(\frac{x}{10} \cdot 2 \cdot 2+x))
8.55,13,(x \cdot 10-(\frac{(x-\frac{x}{10})}{2}+x))
8.51,14,((x \cdot 10+\frac{\frac{x}{10}}{10})-(\frac{x}{2}+x))
8.5,9,((x \cdot 10-\frac{x}{2})-x)
8.495,14,((x \cdot 10-\frac{(\frac{\frac{x}{10}}{10}+x)}{2})-x)
8.49,14,((x \cdot 10-(\frac{\frac{x}{10}}{10}+\frac{x}{2}))-x)
8.45,13,((x \cdot 10-x)-\frac{(\frac{x}{10}+x)}{2})
8.44,14,(x \cdot 2+\frac{(\frac{x}{10}+x)}{10}) \cdot 2 \cdot 2
8.4,10,(x \cdot 2+\frac{x}{10}) \cdot 2 \cdot 2
8.36,14,(x \cdot 2+\frac{(x-\frac{x}{10})}{10}) \cdot 2 \cdot 2
8.35,14,(x \cdot 10-\frac{(\frac{x}{10}+x) \cdot 3}{2})
8.3,14,(x \cdot 2 \cdot 2 \cdot 2+\frac{x \cdot 3}{10})
8.25,12,\frac{\frac{(x \cdot 10+x) \cdot 3}{2}}{2}
8.22,14,(x \cdot 2 \cdot 2+\frac{(\frac{x}{10}+x)}{10}) \cdot 2
8.2,10,(x \cdot 2 \cdot 2+\frac{x}{10}) \cdot 2
8.18,14,(x \cdot 2 \cdot 2+\frac{(x-\frac{x}{10})}{10}) \cdot 2
8.16,13,(\frac{\frac{x \cdot 2}{10}}{10}+x) \cdot 2 \cdot 2 \cdot 2
8.11,14,(x \cdot 2 \cdot 2 \cdot 2+\frac{(\frac{x}{10}+x)}{10})
8.1,10,(x \cdot 2 \cdot 2 \cdot 2+\frac{x}{10})
8.09,14,(x \cdot 2 \cdot 2 \cdot 2+\frac{(x-\frac{x}{10})}{10})
8.08,11,(\frac{\frac{x}{10}}{10}+x) \cdot 2 \cdot 2 \cdot 2
8.06,14,((\frac{\frac{x}{10}}{10}+x) \cdot 3+x) \cdot 2
8.05,12,(x \cdot 2 \cdot 2 \cdot 2+\frac{\frac{x}{10}}{2})
8.04,11,(x \cdot 2+\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2
8.025,14,(x \cdot 2 \cdot 2 \cdot 2+\frac{\frac{\frac{x}{10}}{2}}{2})
8.02,11,(x \cdot 2 \cdot 2+\frac{\frac{x}{10}}{10}) \cdot 2
8.01,11,(x \cdot 2 \cdot 2 \cdot 2+\frac{\frac{x}{10}}{10})
8.008,13,\frac{(x \cdot 10+\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2 \cdot 2}{10}
8.005,13,(x \cdot 2 \cdot 2 \cdot 2+\frac{\frac{\frac{x}{10}}{10}}{2})
8.004,13,\frac{(x \cdot 2 \cdot 10+\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2}{10}
8.002,13,\frac{(x \cdot 2 \cdot 2 \cdot 10+\frac{\frac{x}{10}}{10}) \cdot 2}{10}
8.001,13,\frac{(x \cdot 2 \cdot 2 \cdot 2 \cdot 10+\frac{\frac{x}{10}}{10})}{10}
8,6,x \cdot 2 \cdot 2 \cdot 2
7.999,13,\frac{(x \cdot 2 \cdot 2 \cdot 2 \cdot 10-\frac{\frac{x}{10}}{10})}{10}
7.998,13,\frac{(x \cdot 2 \cdot 2 \cdot 10-\frac{\frac{x}{10}}{10}) \cdot 2}{10}
7.996,13,\frac{(x \cdot 2 \cdot 10-\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2}{10}
7.995,13,(x \cdot 2 \cdot 2 \cdot 2-\frac{\frac{\frac{x}{10}}{10}}{2})
7.992,13,\frac{(x \cdot 10-\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2 \cdot 2}{10}
7.99,11,(x \cdot 2 \cdot 2 \cdot 2-\frac{\frac{x}{10}}{10})
7.98,11,(x \cdot 2 \cdot 2-\frac{\frac{x}{10}}{10}) \cdot 2
7.975,14,(x \cdot 2 \cdot 2 \cdot 2-\frac{\frac{\frac{x}{10}}{2}}{2})
7.96,11,(x \cdot 2-\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2
7.95,12,(x \cdot 2 \cdot 2 \cdot 2-\frac{\frac{x}{10}}{2})
7.92,12,\frac{(x \cdot 10-\frac{x}{10}) \cdot 2 \cdot 2 \cdot 2}{10}
7.91,14,(x \cdot 2 \cdot 2 \cdot 2-\frac{(x-\frac{x}{10})}{10})
7.9,10,(x \cdot 2 \cdot 2 \cdot 2-\frac{x}{10})
7.89,14,(x \cdot 2 \cdot 2 \cdot 2-\frac{(\frac{x}{10}+x)}{10})
7.875,14,\frac{\frac{(x \cdot 10+\frac{x}{2}) \cdot 3}{2}}{2}
7.84,14,\frac{(x \cdot 10-\frac{x}{10} \cdot 2) \cdot 2 \cdot 2 \cdot 2}{10}
7.82,14,(x \cdot 2 \cdot 2-\frac{(x-\frac{x}{10})}{10}) \cdot 2
7.8,10,(x \cdot 2 \cdot 2-\frac{x}{10}) \cdot 2
7.78,14,(x \cdot 2 \cdot 2-\frac{(\frac{x}{10}+x)}{10}) \cdot 2
7.75,12,\frac{\frac{(x \cdot 10 \cdot 3+x)}{2}}{2}
7.7,14,(x \cdot 2 \cdot 2 \cdot 2-\frac{x \cdot 3}{10})
7.65,13,\frac{(\frac{x \cdot 10}{2}+\frac{x}{10}) \cdot 3}{2}
7.64,14,(x \cdot 2-\frac{(x-\frac{x}{10})}{10}) \cdot 2 \cdot 2
7.625,14,\frac{\frac{(x \cdot 10 \cdot 3+\frac{x}{2})}{2}}{2}
7.6,10,(x \cdot 2-\frac{x}{10}) \cdot 2 \cdot 2
7.575,13,\frac{\frac{(x \cdot 10+\frac{x}{10}) \cdot 3}{2}}{2}
7.56,14,(x \cdot 2-\frac{(\frac{x}{10}+x)}{10}) \cdot 2 \cdot 2
7.55,12,\frac{(\frac{x}{10}+(\frac{x}{2}+x) \cdot 10)}{2}
7.53,14,(\frac{\frac{x \cdot 10}{2}}{2}+\frac{\frac{x}{10}}{10}) \cdot 3
7.525,13,\frac{\frac{(x \cdot 10 \cdot 3+\frac{x}{10})}{2}}{2}
7.515,14,\frac{(\frac{x \cdot 10}{2}+\frac{\frac{x}{10}}{10}) \cdot 3}{2}
7.51,13,(\frac{\frac{x}{10}}{10}+\frac{(\frac{x}{2}+x) \cdot 10}{2})
7.5075,14,\frac{\frac{(x \cdot 10+\frac{\frac{x}{10}}{10}) \cdot 3}{2}}{2}
7.505,13,\frac{(\frac{\frac{x}{10}}{10}+(\frac{x}{2}+x) \cdot 10)}{2}
7.5025,14,\frac{\frac{(x \cdot 10 \cdot 3+\frac{\frac{x}{10}}{10})}{2}}{2}
7.5,8,\frac{(\frac{x}{2}+x) \cdot 10}{2}
7.4975,14,\frac{\frac{(x \cdot 10 \cdot 3-\frac{\frac{x}{10}}{10})}{2}}{2}
7.495,14,\frac{(\frac{x \cdot 10 \cdot 3}{2}-\frac{\frac{x}{10}}{10})}{2}
7.4925,14,\frac{\frac{(x \cdot 10-\frac{\frac{x}{10}}{10}) \cdot 3}{2}}{2}
7.49,14,(\frac{\frac{x \cdot 10 \cdot 3}{2}}{2}-\frac{\frac{x}{10}}{10})
7.485,14,\frac{(\frac{x \cdot 10}{2}-\frac{\frac{x}{10}}{10}) \cdot 3}{2}
7.475,13,\frac{\frac{(x \cdot 10 \cdot 3-\frac{x}{10})}{2}}{2}
7.47,14,(\frac{\frac{x \cdot 10}{2}}{2}-\frac{\frac{x}{10}}{10}) \cdot 3
7.45,12,\frac{((\frac{x}{2}+x) \cdot 10-\frac{x}{10})}{2}
7.425,13,\frac{\frac{(x \cdot 10-\frac{x}{10}) \cdot 3}{2}}{2}
7.4,12,(\frac{(\frac{x}{2}+x) \cdot 10}{2}-\frac{x}{10})
7.375,14,\frac{\frac{(x \cdot 10 \cdot 3-\frac{x}{2})}{2}}{2}
7.35,13,\frac{(\frac{x \cdot 10}{2}-\frac{x}{10}) \cdot 3}{2}
7.3,12,(x \cdot 10-(x-\frac{x}{10}) \cdot 3)
7.25,12,\frac{\frac{(x \cdot 10 \cdot 3-x)}{2}}{2}
7.2,10,(x-\frac{x}{10}) \cdot 2 \cdot 2 \cdot 2
7.125,14,\frac{\frac{(x \cdot 10-\frac{x}{2}) \cdot 3}{2}}{2}
7.1,12,((x \cdot 2+\frac{x}{10})+\frac{x \cdot 10}{2})
7.08,14,((\frac{\frac{x}{10}}{10}+x) \cdot 2 \cdot 2 \cdot 2-x)
7.06,14,((\frac{\frac{x}{10}}{10}+x) \cdot 2 \cdot 3+x)
7.05,12,(x \cdot 2+\frac{(x \cdot 10+\frac{x}{10})}{2})
7.04,14,((x \cdot 2+\frac{\frac{x}{10}}{10}) \cdot 2 \cdot 2-x)
7.03,14,((x \cdot 2+\frac{\frac{x}{10}}{10}) \cdot 3+x)
